Link,Name,Image,About,HowToMake,Ingredients,Garnish,Glass,Flavor,BaseSpirit,CocktailType,Preparation,Served,Strength,Difficulty,Hours,Occasions,Theme,Brands
https://www.liquor.com/recipes/ginepro-amaro/,Ginepro Amaro,https://cdn.liquor.com/wp-content/uploads/2010/12/ginepro-amaro.jpg,An old-school recipe for a gin-and-juice.,In a mixing glass stir the ingredients with large hard cold ice cubes and double strain into a rocks glass. Garnish with an orange twist.,Bols genever;Sweet vermouth;Fresh ruby red grapefruit juice;Rich sugar syrup,,Rocks,Fruity/Citrus-forward;Sour;Sweet,Gin;Vermouth / Aperitif Wine,Modern Classics,Stirred,On the Rocks,Medium,Medium,Afternoon;Aperitif;Dinner/Paired with food;Evening,,,Bols
https://www.liquor.com/recipes/e-sencha-l/,E-Sencha-L,https://cdn.liquor.com/wp-content/uploads/2010/12/e-sencha-l.jpg,Don’t pass up this gin-and-tea cocktail.,Add both ingredients to a Martini glass or small tea cup and stir to combine. Garnish with a grapefruit twist.,Beefeater 24 Gin;Sencha tea (chilled),1 Grapefruit twist,Martini;small tea cup,Spirit-forward,Gin,,Stirred,Neat/Up,Medium,Simple,Digestif;Dinner/Paired with food;Evening,,,Beefeater
https://www.liquor.com/recipes/baileys-peppermint-cream/,Baileys Peppermint Cream,https://cdn.liquor.com/wp-content/uploads/2018/10/12094630/Baileys-Peppermint-Cream-720x720-recipe-260x260.jpg,Hot chocolate + minty liqueur + whipped cream = an adult dessert.,Pour the Baileys and hot chocolate into a coffee mug. Top with a dollop of whipped cream and sprinkle crushed candy cane on top. Garnish with a mint leaf.,Baileys with a Hint of Mint Chocolate;Hot chocolate;Fresh whipped cream;Candy canes crushed,1 Mint leaf,Coffee mug,Creamy;Sweet,Liqueurs,Hot,,,Medium,Simple,Evening;Nightcap,Christmas,Winter,Bailey's
https://www.liquor.com/recipes/passion-potion/,Passion Potion,https://cdn.liquor.com/wp-content/uploads/2010/12/21170925/passion-potion-260x260.jpg,Cupid would approve of this rum fruit and basil recipe.,Add all the ingredients to a shaker and fill with ice. Shake vigorously for 5 seconds and strain into a chilled coupe glass. Garnish with a basil leaf.,Don Q Crystal Rum;Don Q Limon Rum;Passion fruit puree;Lime juice;Simple syrup;Basil leaves,1 Basil leaf,Coupe,Fruity/Citrus-forward;Sour;Sweet,Rum,Tiki / Tropical,Shaken,Neat/Up,Medium,Medium,Afternoon;Dinner/Paired with food;Evening,Valentine's Day,,Don Q
https://www.liquor.com/recipes/the-manhattan-101/,The Manhattan 101,https://cdn.liquor.com/wp-content/uploads/2010/12/20151038/manhattan-101-260x260.jpg,A mint and ginger version of  the standard formula.,Muddle the ginger mint powdered sugar and bitters in a cocktail shaker. Add the Wild Turkey Bourbon both vermouths and ice. Shake and strain into a chilled cocktail glass. Garnish with a cherry.,Wild Turkey Bourbon;Dry vermouth;Sweet vermouth;Fresh ginger;Mint leaves;Powdered sugar;Aromatic bitters,1 Cherry,Cocktail,Spirit-forward;Sweet,Bourbon / American Whiskey;Vermouth / Aperitif Wine,Modern Classics,Shaken,Neat/Up,Strong,Complicated,Afternoon;Aperitif;Dinner/Paired with food;Evening,,,Wild Turkey
https://www.liquor.com/recipes/grey-goose-mediterranean-mary/,Grey Goose Mediterranean Mary,https://cdn.liquor.com/wp-content/uploads/2010/12/grey-goose-mediterannean-mary.jpg,Olive tapenade and herbs take this savory Bloody Mary to another level.,Rub the lemon wedge on the outer edge of a tall glass and then roll the glass lip in the salt. Add the remaining ingredients to a cocktail shaker and fill with ice. Shake vigorously and strain into the prepared glass. Garnish with a cucumber spear and an olive.,Lemon wedge;Coarse salt;Grey Goose Vodka (Original or Le Citron);Dry sherry;Mediterranean Mary Mix,1 Olive;Cucumber spear,Tall,Salty/Savory;Sour;Spicy,Vodka,,Shaken,On the Rocks,Medium,Complicated,Morning/Brunch,,,Grey Goose
https://www.liquor.com/recipes/tom-collins-2/,Tom Collins,https://cdn.liquor.com/wp-content/uploads/2019/04/03080950/Tom-Collins-720x720-recipe-260x260.jpg,Master the all-time gin classic. The Tom Collins is essentially a sparkling lemonade spiked with a healthy dose of the juniper spirit. While there is a debate which side of the pond this drink was born this cocktail lives up to his classic status with every sip.,Add the gin lemon juice and simple syrup into a Collins glass. Fill with ice top with club soda and stir. Garnish with a lemon wheel and maraschino cherry (optional).,London dry gin;Fresh lemon juice;Simple syrup;Club soda to top,Lemon wheel;Maraschino cherry,Collins,Bubbly;Sour;Sweet,Gin,Classics,Shaken,On the Rocks,Medium,Medium,Afternoon;Dinner/Paired with food;Evening,,,Bombay Sapphire
https://www.liquor.com/recipes/leblon-coco-caipirinha/,Leblon Coco Caipirinha,https://cdn.liquor.com/wp-content/uploads/2010/12/26122636/leblon-coco-caipirihna-720-720-recipe-260x260.jpg,You put the lime in the coconut and drink ’em both together.,Muddle the lime and sugar in a shaker. Add the Leblon Cachaça fill with ice and shake well. Pour unstrained into an old fashioned glass and top with Vita Coco. Garnish with a lime wheel.,Lime cut into wedges;Superfine sugar;Leblon cachaça;Coconut water,1 Lime wheel,Old Fashioned,Sour;Sweet,Cachaça,Classics,Shaken,On the Rocks,Medium,Medium,Afternoon;Dinner/Paired with food;Evening,,Summer,Leblon
https://www.liquor.com/recipes/monte-cassino/,Monte Cassino,https://cdn.liquor.com/wp-content/uploads/2010/12/monte-cassino1.jpg,Two French liqueurs plus American rye and lemon juice equals one fine drink.,Shake all the ingredients with ice. Fine strain the mixture into a chilled coupe or small cocktail glass. Garnish with a lemon twist.,Bénédictine;Yellow Chartreuse;Fresh lemon juice;Rittenhouse Rye,1 Lemon twist,Coupe;cocktail,Bitter;Spirit-forward,Liqueurs;Rye Whiskey,Modern Classics,Shaken,Neat/Up,Strong,Medium,Aperitif;Dinner/Paired with food;Evening,,,Bénédictine;Chartreuse;Rittenhouse
https://www.liquor.com/recipes/el-bicentenario/,El Bicentenario,https://cdn.liquor.com/wp-content/uploads/2013/07/El-Bicentenario.jpg,Celebrate with this spicy tangerine and tequila cocktail.,In a shaker muddle the habanero and tangerine. Add the remaining ingredients and fill with ice. Shake vigorously and strain into a Collins glass filled with fresh ice. Garnish with a tangerine wheel.,Habanero pepper;Tangerine quartered;Cabo Wabo Reposado Tequila;Agave syrup (1 part agave nectar 1 part water);Lime juice,1 Tangerine wheel,Collins,Fruity/Citrus-forward;Sour;Spicy;Sweet,Tequila,Modern Classics,Shaken,On the Rocks,Medium,Complicated,Afternoon;Dinner/Paired with food;Evening,Cinco de Mayo,,Cabo Wabo
https://www.liquor.com/recipes/green-deacon/,Green Deacon,https://cdn.liquor.com/wp-content/uploads/2010/11/green-deacon.jpg,Gin grapefruit juice and absinthe make one tasty drink.,Rinse a chilled cocktail or coupe glass with absinthe and set aside. Add the remaining ingredients to a shaker and fill with ice. Shake and strain into the prepared glass. Garnish with a grapefruit wedge.,Absinthe (St. George);Plymouth gin;Grapefruit juice;Plymouth Sloe Gin,1 Grapefruit wedge,Cocktail;coupe,Fruity/Citrus-forward;Sour;Sweet,Absinthe;Gin,Modern Classics,Shaken,Neat/Up,Strong,Medium,Aperitif;Evening,,,Plymouth;St. George
https://www.liquor.com/recipes/red-hook/,Red Hook,https://cdn.liquor.com/wp-content/uploads/2010/11/15155044/red-hook1-260x260.jpg,Honor the hip Brooklyn neighborhood with this version of the Manhattan.,Add all the ingredients to a mixing glass and fill with ice. Stir and strain into a cocktail glass. Garnish with a maraschino cherry.,Rye Whiskey;Punt e Mes;Maraschino liqueur,1 Maraschino cherry,Cocktail,Spirit-forward,Rye Whiskey,Modern Classics,Stirred,Neat/Up,Strong,Medium,Afternoon;Aperitif;Dinner/Paired with food;Evening,,,Punt e Mes
https://www.liquor.com/recipes/sage-passage/,Sage Passage,https://cdn.liquor.com/wp-content/uploads/2010/11/sage-passage2.jpg,Mango pomegranate and sage for a nice autumn note.,Add all the ingredients to a shaker and fill with ice. Shake and strain into a Martini glass. Garnish with a spanked sage leaf and a cucumber wheel.,Absolut Mango Vodka;Fresh sage leaves;Lemon juice;Simple syrup;Pomegranate juice,1 Spanked sage leaf and cucumber wheel,Martini,Fruity/Citrus-forward;Salty/Savory;Sour;Sweet,Vodka,Modern Classics,Shaken,Neat/Up,Medium,Medium,Afternoon;Dinner/Paired with food;Evening,,,Absolut
https://www.liquor.com/recipes/liberation-libation/,Liberation Libation,https://cdn.liquor.com/wp-content/uploads/2010/11/20141030/liberation-libation2-260x260.jpg,Maple syrup apple cider and Vermont vodka: How much more autumnal could you get?,Combine equal parts cinnamon and sugar on a shallow plate and use to coat the rim of a cocktail glass. Add the vodka and maple syrup to a mixing glass and fill with ice. Stir and strain into the prepared glass. Top with the cider.,Cinnamon;Sugar;Vermont Gold Vodka;Maple syrup;Sparkling apple cider (non-alcoholic),,Cocktail,Bubbly;Spirit-forward;Sweet,Vodka,Modern Classics,Stirred,Neat/Up,Medium,Medium,Afternoon;Evening;Nightcap,Thanksgiving,Fall,Vermont Gold
https://www.liquor.com/recipes/the-goldwyn-follies/,The Goldwyn Follies,https://cdn.liquor.com/wp-content/uploads/2010/11/the-goldwyn-follies1.jpg,An old-timey name for a tasty fall gin-and-tea drink.,Add all the ingredients to a shaker and fill with ice. Shake and strain into a chilled cocktail or coupe glass. Garnish with thin apple slices.,Gin;Cinnamon syrup;Apple juice;Cranberry juice;Brewed black tea chilled,1 Thin apple slices,Cocktail;coupe,Fruity/Citrus-forward;Sour;Sweet,Gin,Modern Classics,Shaken,Neat/Up,Medium,Medium,Afternoon;Dinner/Paired with food;Evening,,,
https://www.liquor.com/recipes/gold-label-frost/,Gold Label Frost,https://cdn.liquor.com/wp-content/uploads/2010/11/Gold-Label-Frost-newest.jpg,What happens when you add Scotch to apple cider?,Add the Johnnie Walker apple cider and apple bitters to a Collins glass filled with ice and stir. Garnish with a lemon peel.,Johnnie Walker Gold Label Scotch Whisky;Apple cider;Apple bitters,1 Lemon peel,Collins,Fruity/Citrus-forward;Sweet,Scotch,Modern Classics,Stirred,On the Rocks,Light,Simple,Afternoon;Dinner/Paired with food;Evening,Thanksgiving,Fall,Johnnie Walker
https://www.liquor.com/recipes/lavender-honey-cream/,Lavender Honey Cream,https://cdn.liquor.com/wp-content/uploads/2010/11/23114531/lavender-honey-cream-720-720-recipe-260x260.png,This luscious drink looks as beautiful as it tastes.,Add all the ingredients to a cocktail shaker and fill with ice. Shake gently for 30 seconds. Strain into a chilled cocktail glass. Garnish with a few lavender blossoms.,Organic heavy cream;Organic egg white;Lavender Honey Syrup,1 Lavender blossoms,Cocktail,Creamy;Sweet,Vodka,Modern Classics,Shaken,Neat/Up,Medium,Medium,Afternoon;Evening;Nightcap,,,Square One
https://www.liquor.com/recipes/singapore-raffles-sling/,Singapore Raffles Sling,https://cdn.liquor.com/wp-content/uploads/2010/11/25115030/singapore-raffles-sling-720-720-article-260x260.jpg,This classic is named for the hotel where it was invented.,Pour the gin Bénédictine and cherry brandy into a sling or highball glass. Fill with ice and top with club soda. Squeeze a lime wedge over the drink drop it into the glass and stir. Garnish with a cherry.,Bombay Sapphire gin;Bénédictine liqueur;Cherry brandy;Club soda,Cherry;Lime wedge,Sling;highball,Sour;Spirit-forward;Sweet,Gin,Classics;Tiki / Tropical,,On the Rocks,Strong,Simple,Afternoon;Aperitif;Dinner/Paired with food;Evening,,,Bénédictine;Bombay
https://www.liquor.com/recipes/the-holland-house/,The Holland House,https://cdn.liquor.com/wp-content/uploads/2010/10/the-holland-house.jpg,A little lemon juice and dry vermouth fire up this classic cocktail.,Add all the ingredients to a shaker and fill with large cold hard ice cubes. Shake and double-strain into a Martini glass. Garnish with a lemon twist.,Bols genever;Noilly Prat dry vermouth;Fresh lemon juice;Maraschino liqueur,1 Lemon twist,Martini,Sour;Spirit-forward,Gin;Vermouth / Aperitif Wine,Classics,Shaken,Neat/Up,Strong,Medium,Dinner/Paired with food;Evening,,,Bols;Noilly Prat
https://www.liquor.com/recipes/eau-de-veev/,Eau De VeeV,https://cdn.liquor.com/wp-content/uploads/2010/10/eau-de-veev1.jpg,Start your night with this refreshing bubbly and citrus concoction.,Squeeze the fruit wedges into a highball glass filled with ice and then drop them in. Add the VeeV and the lime juice and stir. Top with the tonic water and garnish with a citrus wheel.,Lemon wedge;Lime wedge;Orange wedge;VeeV Açaí Spirit;Rose's Lime Juice;Tonic,1 Citrus wheel,Highball,Bubbly;Fruity/Citrus-forward;Sour;Sweet,Liqueurs,Modern Classics,Stirred,On the Rocks,Light,Simple,Afternoon;Dinner/Paired with food;Evening,,,VeeV
https://www.liquor.com/recipes/triple-citrus-24/,Triple Citrus 24,https://cdn.liquor.com/wp-content/uploads/2010/10/triple-citrus-242.jpg,Load up on vitamin C.,Add both ingredients to a Collins or highball glass filled with ice. Garnish with a lemon wheel lime wheel and orange wheel.,Beefeater 24 Gin;Tonic water (such as Q Tonic),1 Lemon wheel lime wheel and orange wheel,Collins;Highball,Bubbly;Fruity/Citrus-forward;Spirit-forward;Sweet,Gin,,,On the Rocks,Medium,Simple,Afternoon;Aperitif;Dinner/Paired with food;Evening,,Summer,Beefeater
https://www.liquor.com/recipes/strawberry-cranberry-mule/,Strawberry Cranberry Mule,https://cdn.liquor.com/wp-content/uploads/2010/10/strawberry-cranberry-mule.jpg,Sweet and tart without a kick.,In a shaker muddle the strawberries and cranberries. Add the vodka lime juice and simple syrup and fill with ice. Shake and strain into a highball glass filled with fresh ice. Top with the ginger beer and garnish with a lime wedge.,Strawberries;Fresh cranberries;Chopin Vodka;Fresh lime juice;Simple syrup;Ginger beer,1 Lime wedge,Highball,Bubbly;Fruity/Citrus-forward;Sour;Sweet,Vodka,Modern Classics,Shaken,On the Rocks,Medium,Complicated,Afternoon;Dinner/Paired with food;Evening,,,Chopin
https://www.liquor.com/recipes/cosmo-rita/,Cosmo Rita,https://cdn.liquor.com/wp-content/uploads/2019/06/05205020/cosmo-rita-720-720-recipe-260x260.jpg,This is what happens when Carrie and the gals go to Mexico.,Add all the ingredients to a shaker and fill with ice. Shake for 11 seconds and strain into a cocktail glass. Garnish with a lemon twist.,Tequila;Cranberry juice;DeKuyper Triple Sec;Fresh lime juice,1 Lemon twist,Cocktail,Fruity/Citrus-forward;Sour;Sweet,Tequila,Margaritas;Modern Classics,Shaken,Neat/Up,Medium,Medium,Afternoon;Dinner/Paired with food;Evening,,,DeKuyper;Patrón
https://www.liquor.com/recipes/sage-lady/,Sage Lady,https://cdn.liquor.com/wp-content/uploads/2010/10/sage-lady1.jpg,This drink’s herb flavor is perfect for an autumn cocktail party.,Tear the sage leaves to release their oils and drop them into a shaker. Add the remaining ingredients and fill with ice. Shake and strain into a chilled cocktail glass. Garnish with a sage leaf.,Sage leaves;VeeV Açaí Spirit;Green Chartreuse;Lemon juice;Simple syrup (one part sugar one part water),1 Sage leaf,Cocktail,Bitter;Salty/Savory;Sour;Sweet,Liqueurs,Modern Classics,Shaken,Neat/Up,Medium,Medium,Afternoon;Aperitif;Evening,,Fall,Chartreuse;VeeV
https://www.liquor.com/recipes/dubonnet-cocktail/,Dubonnet,https://cdn.liquor.com/wp-content/uploads/2019/06/05134445/dubonnet-cocktail-720-720-recipe-260x260.jpg,Like Martinis? Try this complex drink.,Add all the ingredients to a mixing glass and fill with ice. Stir and strain into a Martini glass. Garnish with a lemon twist.,Dubonnet Rouge;Gin;Angostura bitters,1 Lemon twist,Martini,Spirit-forward;Sweet,Gin;Vermouth / Aperitif Wine,Classics,Stirred,Neat/Up,Medium,Medium,Aperitif;Dinner/Paired with food;Evening,,,Angostura;Dubonnet;Oxley
https://www.liquor.com/recipes/baileys-cool-raspberry/,Baileys Cool Raspberry,https://cdn.liquor.com/wp-content/uploads/2010/10/baileys-cool-raspberry.jpg,Chill out with this simple rich and fruity drink.,In a rocks glass muddle the raspberries. Add the Baileys and fill with crushed ice. Garnish with 3 speared raspberries.,Baileys Original Irish Cream;Raspberries,1 3 raspberries,Rocks,Creamy;Fruity/Citrus-forward;Sweet,Liqueurs,Modern Classics,,On the Rocks,Light,Medium,Afternoon;Evening;Nightcap,,Summer,Bailey's
https://www.liquor.com/recipes/yamazaki-autumn-delight/,Yamazaki Autumn Delight,https://cdn.liquor.com/wp-content/uploads/2010/10/27151050/yamazaki-delight-cocktail-260x260.jpg,Celebrate the season with this whisky-and-cider cocktail.,Add the whisky and cider to a shaker and fill with ice. Shake and strain into a rocks glass filled with fresh ice. Dust with ground cinnamon and garnish with 2 apple slices and a cinnamon stick.,Yamazaki 12-Year-Old Japanese Single Malt Whisky;Apple cider;Ground cinnamon,1 Apple slices and cinnamon stick,Rocks,Fruity/Citrus-forward;Sweet,Japanese Whisky,Modern Classics,Shaken,On the Rocks,Medium,Medium,Afternoon;Dinner/Paired with food;Evening,Thanksgiving,Fall,Yamazaki
https://www.liquor.com/recipes/albarino-mint-julep/,Albarino Mint Julep,https://cdn.liquor.com/wp-content/uploads/2010/10/09091446/albarino-mint-julep-720-720-recipe-260x260.jpg,The crisp freshness of the Spanish white wine pairs perfectly with fresh mint.,Add both ingredients to a julep or large old fashioned glass. Add lots of crushed ice and garnish lavishly with mint.,Albariño wine (Terras Gauda Abadia de San Campio 2009);Crème de pêche (or high-quality peach liqueur),1 Mint,Julep;double old fashioned,Fruity/Citrus-forward,Liqueurs,Modern Classics,,On the Rocks,Medium,Simple,Afternoon;Evening,Kentucky Derby,Summer,
